0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-03,5.166274887096051344e-02
2.000000000000000042e-03,7.309470232629167175e-02
3.000000000000000062e-03,8.956228698070917149e-02
4.000000000000000083e-03,1.034638028451125430e-01
5.000000000000000104e-03,1.157277710025206019e-01
6.000000000000000125e-03,1.268301797163082500e-01
7.000000000000000146e-03,1.370536642209325140e-01
8.000000000000000167e-03,1.465822979728872988e-01
9.000000000000001055e-03,1.555438847829662685e-01
1.000000000000000021e-02,1.640314390224935637e-01
1.099999999999999936e-02,1.721151501193124989e-01
1.200000000000000025e-02,1.798495261058281891e-01
1.300000000000000114e-02,1.872778969523299364e-01
1.400000000000000029e-02,1.944353805001213242e-01
1.499999999999999944e-02,2.013509075527909198e-01
1.600000000000000033e-02,2.080486470197492888e-01
1.700000000000000122e-02,2.145490349991834023e-01
1.800000000000000211e-02,2.208695345387044484e-01
1.899999999999999953e-02,2.270252075041515327e-01
2.000000000000000042e-02,2.330291523990550284e-01
2.100000000000000130e-02,2.388928446421345053e-01
2.199999999999999872e-02,2.446264046123694524e-01
2.299999999999999961e-02,2.502388113585957141e-01
2.400000000000000050e-02,2.557380748553534922e-01
2.500000000000000139e-02,2.611313762263145488e-01
2.600000000000000228e-02,2.664251829263564186e-01
2.699999999999999969e-02,2.716253441388710721e-01
2.800000000000000058e-02,2.767371703887554490e-01
2.900000000000000147e-02,2.817655004494562521e-01
2.999999999999999889e-02,2.867147579372391064e-01
3.099999999999999978e-02,2.915889994707876465e-01
3.200000000000000067e-02,2.963919558829994361e-01
3.300000000000000155e-02,3.011270676717248129e-01
3.400000000000000244e-02,3.057975156438588749e-01
3.500000000000000333e-02,3.104062475258247411e-01
3.600000000000000422e-02,3.149560011707408513e-01
3.699999999999999817e-02,3.194493248793990325e-01
3.799999999999999906e-02,3.238885952618224540e-01
3.899999999999999994e-02,3.282760329935603960e-01
4.000000000000000083e-02,3.326137167621543433e-01
4.100000000000000172e-02,3.369035956514313535e-01
4.200000000000000261e-02,3.411475001722191758e-01
4.300000000000000350e-02,3.453471521159424684e-01
4.399999999999999745e-02,3.495041733810033691e-01
4.499999999999999833e-02,3.536200938998108056e-01
4.599999999999999922e-02,3.576963587759288687e-01
4.700000000000000011e-02,3.617343347254146635e-01
4.800000000000000100e-02,3.657353159034534840e-01
4.900000000000000189e-02,3.697005291864707832e-01
5.000000000000000278e-02,3.736311389706126751e-01
